mca 45
oprofile 8
virtio 16
base 226
misc 277
input 530
lguest 12
w1 47
uwb 40
video 1385
nubus 23
zorro 11
edac 158
firmware 56
regulator 74
hwspinlock 2
virt 18
idle 6
of 82
pps 3
clk 1
ssb 54
hid 125
accessibility 2
bluetooth 44
devfreq 1
infiniband 862
ptp 1
parisc 67
memstick 38
scsi 2691
staging 1185
