hv/channel.c 
net/ethernet/broadcom/bnx2x/bnx2x_link.c 1
net/ethernet/broadcom/bnx2x/bnx2x_main.c 1
net/ethernet/broadcom/tg3.c 3
net/ethernet/broadcom/bnx2.c 6
net/ethernet/broadcom/cnic.c 3
net/ethernet/lantiq_etop.c 6
net/ethernet/alteon/acenic.c 1
net/ethernet/cirrus/mac89x0.c 2
net/ethernet/cirrus/cs89x0.c 1
net/ethernet/natsemi/ns83820.c 2
net/ethernet/natsemi/ibmlana.c 1
net/ethernet/i825xx/lp486e.c 1
net/ethernet/i825xx/lib82596.c 5
net/ethernet/i825xx/3c527.c 1
net/ethernet/i825xx/eexpress.c 1
net/ethernet/i825xx/82596.c 4
net/ethernet/dnet.c 1
net/ethernet/emulex/benet/be_cmds.c 2
net/ethernet/emulex/benet/be_main.c 2
net/ethernet/freescale/gianfar.c 4
net/ethernet/freescale/fec.c 1
net/ethernet/freescale/fec_mpc52xx.c 1
net/ethernet/freescale/gianfar_ethtool.c 4
net/ethernet/icplus/ipg.c 2
net/ethernet/toshiba/tc35815.c 2
net/ethernet/toshiba/ps3_gelic_wireless.c 2
net/ethernet/toshiba/spider_net.c 4
net/ethernet/micrel/ks8695net.c 2
net/ethernet/micrel/ks8842.c 1
net/ethernet/micrel/ks8851.c 1
net/ethernet/micrel/ksz884x.c 2
net/ethernet/octeon/octeon_mgmt.c 5
net/ethernet/nvidia/forcedeth.c 1
net/ethernet/myricom/myri10ge/myri10ge.c 7
net/ethernet/qlogic/qlge/qlge_main.c 6
net/ethernet/qlogic/qlge/qlge_dbg.c 4
net/ethernet/qlogic/netxen/netxen_nic_hw.c 1
net/ethernet/qlogic/netxen/netxen_nic_main.c 2
net/ethernet/qlogic/qlcnic/qlcnic_hw.c 2
net/ethernet/qlogic/qlcnic/qlcnic_main.c 3
net/ethernet/qlogic/qla3xxx.c 1
net/ethernet/fealnx.c 2
net/ethernet/tehuti/tehuti.c 3
net/ethernet/tundra/tsi108_eth.c 2
net/ethernet/xilinx/ll_temac_main.c 2
net/ethernet/xilinx/xilinx_emaclite.c 4
net/ethernet/xircom/xirc2ps_cs.c 1
net/ethernet/nuvoton/w90p910_ether.c 1
net/ethernet/s6gmac.c 1
net/ethernet/xscale/ixp2000/ixpdev.c 4
net/ethernet/xscale/ixp4xx_eth.c 1
net/ethernet/atheros/atlx/atl1.c 1
net/ethernet/atheros/atl1c/atl1c_main.c 2
net/ethernet/atheros/atl1e/atl1e_main.c 1
net/ethernet/cadence/at91_ether.c 4
net/ethernet/microchip/enc28j60.c 1
net/ethernet/aeroflex/greth.c 1
net/ethernet/brocade/bna/bfa_msgq.c 3
net/ethernet/brocade/bna/bnad.c 3
net/ethernet/brocade/bna/bna_tx_rx.c 2
net/ethernet/chelsio/cxgb/sge.c 14
net/ethernet/chelsio/cxgb/subr.c 1
net/ethernet/chelsio/cxgb3/sge.c 1
net/ethernet/chelsio/cxgb3/t3_hw.c 1
