 
diff -u -p a/net/irda/pxaficp_ir.c b/net/irda/pxaficp_ir.c 2
diff -u -p a/net/irda/sa1100_ir.c b/net/irda/sa1100_ir.c 1
diff -u -p a/net/irda/au1k_ir.c b/net/irda/au1k_ir.c 2
diff -u -p a/net/hippi/rrunner.c b/net/hippi/rrunner.c 2
diff -u -p a/net/wimax/i2400m/usb-fw.c b/net/wimax/i2400m/usb-fw.c 1
diff -u -p a/net/appletalk/cops.c b/net/appletalk/cops.c 1
diff -u -p a/net/appletalk/ipddp.c b/net/appletalk/ipddp.c 1
diff -u -p a/net/macvtap.c b/net/macvtap.c 3
diff -u -p a/net/ethernet/hp/hp100.c b/net/ethernet/hp/hp100.c 1
diff -u -p a/net/ethernet/ti/davinci_cpdma.c b/net/ethernet/ti/davinci_cpdma.c 1
diff -u -p a/net/ethernet/ti/tlan.c b/net/ethernet/ti/tlan.c 1
diff -u -p a/net/ethernet/ti/davinci_emac.c b/net/ethernet/ti/davinci_emac.c 2
diff -u -p a/net/ethernet/ti/davinci_mdio.c b/net/ethernet/ti/davinci_mdio.c 2
diff -u -p a/net/ethernet/adi/bfin_mac.c b/net/ethernet/adi/bfin_mac.c 2
diff -u -p a/net/ethernet/amd/declance.c b/net/ethernet/amd/declance.c 2
diff -u -p a/net/ethernet/amd/au1000_eth.c b/net/ethernet/amd/au1000_eth.c 5
diff -u -p a/net/ethernet/amd/nmclan_cs.c b/net/ethernet/amd/nmclan_cs.c 2
diff -u -p a/net/ethernet/amd/pcnet32.c b/net/ethernet/amd/pcnet32.c 3
diff -u -p a/net/ethernet/amd/ni65.c b/net/ethernet/amd/ni65.c 1
diff -u -p a/net/ethernet/dec/tulip/uli526x.c b/net/ethernet/dec/tulip/uli526x.c 1
diff -u -p a/net/ethernet/dec/tulip/dmfe.c b/net/ethernet/dec/tulip/dmfe.c 1
diff -u -p a/net/ethernet/dec/tulip/de4x5.c b/net/ethernet/dec/tulip/de4x5.c 1
diff -u -p a/net/ethernet/ibm/ehea/ehea_qmr.c b/net/ethernet/ibm/ehea/ehea_qmr.c 2
diff -u -p a/net/ethernet/ibm/ehea/ehea_main.c b/net/ethernet/ibm/ehea/ehea_main.c 5
diff -u -p a/net/ethernet/ibm/emac/core.c b/net/ethernet/ibm/emac/core.c 9
diff -u -p a/net/ethernet/ibm/iseries_veth.c b/net/ethernet/ibm/iseries_veth.c 1
diff -u -p a/net/ethernet/rdc/r6040.c b/net/ethernet/rdc/r6040.c 1
diff -u -p a/net/ethernet/sfc/tx.c b/net/ethernet/sfc/tx.c 4
diff -u -p a/net/ethernet/sfc/nic.c b/net/ethernet/sfc/nic.c 1
diff -u -p a/net/ethernet/sfc/mtd.c b/net/ethernet/sfc/mtd.c 4
diff -u -p a/net/ethernet/sfc/filter.c b/net/ethernet/sfc/filter.c 1
diff -u -p a/net/ethernet/sfc/mdio_10g.c b/net/ethernet/sfc/mdio_10g.c 3
diff -u -p a/net/ethernet/sfc/falcon_boards.c b/net/ethernet/sfc/falcon_boards.c 1
diff -u -p a/net/ethernet/sfc/falcon_xmac.c b/net/ethernet/sfc/falcon_xmac.c 1
diff -u -p a/net/ethernet/sgi/ioc3-eth.c b/net/ethernet/sgi/ioc3-eth.c 3
diff -u -p a/net/ethernet/sgi/meth.c b/net/ethernet/sgi/meth.c 2
diff -u -p a/net/ethernet/sis/sis900.c b/net/ethernet/sis/sis900.c 3
diff -u -p a/net/ethernet/sun/sungem.c b/net/ethernet/sun/sungem.c 1
diff -u -p a/net/ethernet/sun/sunhme.c b/net/ethernet/sun/sunhme.c 4
diff -u -p a/net/ethernet/sun/sunbmac.c b/net/ethernet/sun/sunbmac.c 1
diff -u -p a/net/ethernet/sun/sunqe.c b/net/ethernet/sun/sunqe.c 2
diff -u -p a/net/ethernet/via/via-rhine.c b/net/ethernet/via/via-rhine.c 1
diff -u -p a/net/ethernet/3com/typhoon.c b/net/ethernet/3com/typhoon.c 3
diff -u -p a/net/ethernet/3com/3c515.c b/net/ethernet/3com/3c515.c 3
diff -u -p a/net/ethernet/8390/ne.c b/net/ethernet/8390/ne.c 1
diff -u -p a/net/ethernet/seeq/sgiseeq.c b/net/ethernet/seeq/sgiseeq.c 4
diff -u -p a/net/ethernet/tile/tilepro.c b/net/ethernet/tile/tilepro.c 2
diff -u -p a/net/ethernet/realtek/atp.c b/net/ethernet/realtek/atp.c 1
diff -u -p a/net/ethernet/realtek/8139cp.c b/net/ethernet/realtek/8139cp.c 2
diff -u -p a/net/ethernet/apple/macmace.c b/net/ethernet/apple/macmace.c 1
diff -u -p a/net/ethernet/apple/mace.c b/net/ethernet/apple/mace.c 1
diff -u -p a/net/ethernet/cisco/enic/enic_main.c b/net/ethernet/cisco/enic/enic_main.c 2
diff -u -p a/net/ethernet/intel/igb/e1000_nvm.c b/net/ethernet/intel/igb/e1000_nvm.c 1
diff -u -p a/net/ethernet/intel/igb/igb_ethtool.c b/net/ethernet/intel/igb/igb_ethtool.c 4
diff -u -p a/net/ethernet/intel/igb/igb_main.c b/net/ethernet/intel/igb/igb_main.c 2
diff -u -p a/net/ethernet/intel/ixgb/ixgb_main.c b/net/ethernet/intel/ixgb/ixgb_main.c 3
diff -u -p a/net/ethernet/intel/ixgbevf/vf.c b/net/ethernet/intel/ixgbevf/vf.c 2
diff -u -p a/net/ethernet/intel/ixgbevf/mbx.c b/net/ethernet/intel/ixgbevf/mbx.c 2
diff -u -p a/net/ethernet/intel/ixgbevf/ethtool.c b/net/ethernet/intel/ixgbevf/ethtool.c 3
diff -u -p a/net/ethernet/intel/ixgbevf/ixgbevf_main.c b/net/ethernet/intel/ixgbevf/ixgbevf_main.c 4
diff -u -p a/net/ethernet/intel/e1000/e1000_hw.c b/net/ethernet/intel/e1000/e1000_hw.c 3
diff -u -p a/net/ethernet/intel/e1000/e1000_main.c b/net/ethernet/intel/e1000/e1000_main.c 3
diff -u -p a/net/ethernet/intel/igbvf/vf.c b/net/ethernet/intel/igbvf/vf.c 2
diff -u -p a/net/ethernet/intel/igbvf/mbx.c b/net/ethernet/intel/igbvf/mbx.c 2
diff -u -p a/net/ethernet/intel/igbvf/netdev.c b/net/ethernet/intel/igbvf/netdev.c 1
diff -u -p a/net/ethernet/intel/ixgbe/ixgbe_ethtool.c b/net/ethernet/intel/ixgbe/ixgbe_ethtool.c 4
